time,paid_in,best_net,best_gross,bitcoin
2022-03-13 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13535.633267356023
2022-03-14 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14214.264835311056
2022-03-15 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14074.155075522069
2022-03-16 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14731.159635751896
2022-03-17 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14660.896941667863
2022-03-18 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14961.729479046218
2022-03-19 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15120.67867001796
2022-03-20 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14784.227497153151
2022-03-21 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14691.11957423282
2022-03-22 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15179.081623285158
2022-03-23 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15364.906921769616
2022-03-24 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15762.154494084596
2022-03-25 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15877.419709213786
